	datetime	speed
14092	201608100400	NaN
14093	201608100500	NaN
14094	201608100600	NaN
14095	201608100700	NaN
14096	201608100800	NaN
14097	201608100900	NaN
14098	201608101000	NaN
14099	201608101100	NaN
14100	201608101200	NaN
14101	201608101300	NaN
14102	201608101400	NaN
14103	201608101500	NaN
14104	201608101600	NaN
14105	201608101700	NaN
14106	201608101800	NaN
14107	201608101900	NaN
14108	201608102000	NaN
14109	201608102100	NaN
14110	201608102200	NaN
14111	201608102300	NaN
14112	201608110000	NaN
14113	201608110100	NaN
14114	201608110200	NaN
14115	201608110300	NaN
14116	201608110400	NaN
14117	201608110500	NaN
14118	201608110600	NaN
14119	201608110700	NaN
14120	201608110800	NaN
14121	201608110900	NaN
14122	201608111000	NaN
14123	201608111100	NaN
14124	201608111200	NaN
14125	201608111300	NaN
14126	201608111400	NaN
14127	201608111500	NaN
14128	201608111600	NaN
14129	201608111700	NaN
14130	201608111800	NaN
14131	201608111900	NaN
14132	201608112000	NaN
14133	201608112100	NaN
14134	201608112200	NaN
14135	201608112300	NaN
14136	201608120000	NaN
14137	201608120100	NaN
14138	201608120200	NaN
14139	201608120300	NaN
14140	201608120400	NaN
14141	201608120500	NaN
14142	201608120600	NaN
14143	201608120700	NaN
14144	201608120800	NaN
14145	201608120900	NaN
14146	201608121000	NaN
14147	201608121100	NaN
14148	201608121200	NaN
14149	201608121300	NaN
14150	201608121400	NaN
14151	201608121500	NaN
14152	201608121600	NaN
14153	201608121700	NaN
14154	201608121800	NaN
14155	201608121900	NaN
14156	201608122000	NaN
14157	201608122100	NaN
14158	201608122200	NaN
14159	201608122300	NaN
14160	201608130000	NaN
14161	201608130100	NaN
14162	201608130200	NaN
14163	201608130300	NaN
14164	201608130400	NaN
14165	201608130500	NaN
14166	201608130600	NaN
14167	201608130700	NaN
14168	201608130800	NaN
14169	201608130900	NaN
14170	201608131000	NaN
14171	201608131100	NaN
14172	201608131200	NaN
14173	201608131300	NaN
14174	201608131400	NaN
14175	201608131500	NaN
14176	201608131600	NaN
14177	201608131700	NaN
14178	201608131800	NaN
14179	201608131900	NaN
14180	201608132000	NaN
14181	201608132100	NaN
14182	201608132200	NaN
14183	201608132300	NaN
14184	201608140000	NaN
14185	201608140100	NaN
14186	201608140200	NaN
14187	201608140300	NaN
14188	201608140400	NaN
14189	201608140500	NaN
14190	201608140600	NaN
14191	201608140700	NaN
14192	201608140800	NaN
14193	201608140900	NaN
14194	201608141000	NaN
14195	201608141100	NaN
14196	201608141200	NaN
14197	201608141300	NaN
14198	201608141400	NaN
14199	201608141500	NaN
14200	201608141600	NaN
14201	201608141700	NaN
14202	201608141800	NaN
14203	201608141900	NaN
14204	201608142000	NaN
14205	201608142100	NaN
14206	201608142200	NaN
14207	201608142300	NaN
14208	201608150000	NaN
14209	201608150100	NaN
14210	201608150200	NaN
14211	201608150300	NaN
14212	201608150400	NaN
14213	201608150500	NaN
14214	201608150600	NaN
14215	201608150700	NaN
14216	201608150800	NaN
14217	201608150900	NaN
14218	201608151000	NaN
14219	201608151100	NaN
14220	201608151200	NaN
14221	201608151300	NaN
14222	201608151400	NaN
14223	201608151500	NaN
14224	201608151600	NaN
14225	201608151700	NaN
14226	201608151800	NaN
14227	201608151900	NaN
14228	201608152000	NaN
14229	201608152100	NaN
14230	201608152200	NaN
14231	201608152300	NaN
14232	201608160000	NaN
14233	201608160100	NaN
14234	201608160200	NaN
14235	201608160300	NaN
14236	201608160400	NaN
14237	201608160500	NaN
14238	201608160600	NaN
14239	201608160700	NaN
14240	201608160800	NaN
14241	201608160900	NaN
14242	201608161000	NaN
14243	201608161100	NaN
14244	201608161200	NaN
14245	201608161300	NaN
14246	201608161400	NaN
14247	201608161500	NaN
14248	201608161600	NaN
14249	201608161700	NaN
14250	201608161800	NaN
14251	201608161900	NaN
14252	201608162000	NaN
14253	201608162100	NaN
14254	201608162200	NaN
14255	201608162300	NaN
14256	201608170000	NaN
14257	201608170100	NaN
14258	201608170200	NaN
14259	201608170300	NaN
14260	201608170400	NaN
14261	201608170500	NaN
14262	201608170600	NaN
14263	201608170700	NaN
14264	201608170800	NaN
14265	201608170900	NaN
14266	201608171000	NaN
14267	201608171100	NaN
14268	201608171200	NaN
14269	201608171300	NaN
14270	201608171400	NaN
14271	201608171500	NaN
14272	201608171600	NaN
14273	201608171700	NaN
14274	201608171800	NaN
14275	201608171900	NaN
14276	201608172000	NaN
14277	201608172100	NaN
14278	201608172200	NaN
14279	201608172300	NaN
14280	201608180000	NaN
14281	201608180100	NaN
14282	201608180200	NaN
14283	201608180300	NaN
14284	201608180400	NaN
14285	201608180500	NaN
14286	201608180600	NaN
14287	201608180700	NaN
14288	201608180800	NaN
14289	201608180900	NaN
14290	201608181000	NaN
14291	201608181100	NaN
14292	201608181200	NaN
14293	201608181300	NaN
14294	201608181400	NaN
14295	201608181500	NaN
14296	201608181600	NaN
14297	201608181700	NaN
14298	201608181800	NaN
14299	201608181900	NaN
14300	201608182000	NaN
14301	201608182100	NaN
14302	201608182200	NaN
14303	201608182300	NaN
14304	201608190000	NaN
14305	201608190100	NaN
14306	201608190200	NaN
14307	201608190300	NaN
14308	201608190400	NaN
14309	201608190500	NaN
14310	201608190600	NaN
14311	201608190700	NaN
14312	201608190800	NaN
14313	201608190900	NaN
14314	201608191000	NaN
14315	201608191100	NaN
14316	201608191200	NaN
14317	201608191300	NaN
14318	201608191400	NaN
14319	201608191500	NaN
14320	201608191600	NaN
14321	201608191700	NaN
14322	201608191800	NaN
14323	201608191900	NaN
14324	201608192000	NaN
14325	201608192100	NaN
14326	201608192200	NaN
14327	201608192300	NaN
14328	201608200000	NaN
14329	201608200100	NaN
14330	201608200200	NaN
14331	201608200300	NaN
14332	201608200400	NaN
14333	201608200500	NaN
14334	201608200600	NaN
14335	201608200700	NaN
14336	201608200800	NaN
14337	201608200900	NaN
14338	201608201000	NaN
14339	201608201100	NaN
14340	201608201200	NaN
14341	201608201300	NaN
14342	201608201400	NaN
14343	201608201500	NaN
14344	201608201600	NaN
14345	201608201700	NaN
14346	201608201800	NaN
14347	201608201900	NaN
14348	201608202000	NaN
14349	201608202100	NaN
14350	201608202200	NaN
14351	201608202300	NaN
14352	201608210000	NaN
14353	201608210100	NaN
14354	201608210200	NaN
14355	201608210300	NaN
14356	201608210400	NaN
14357	201608210500	NaN
14358	201608210600	NaN
14359	201608210700	NaN
14360	201608210800	NaN
14361	201608210900	NaN
14362	201608211000	NaN
14363	201608211100	NaN
14364	201608211200	NaN
14365	201608211300	NaN
14366	201608211400	NaN
14367	201608211500	NaN
14368	201608211600	NaN
14369	201608211700	NaN
14370	201608211800	NaN
14371	201608211900	NaN
14372	201608212000	NaN
14373	201608212100	NaN
14374	201608212200	NaN
14375	201608212300	NaN
14376	201608220000	NaN
14377	201608220100	NaN
14378	201608220200	NaN
14379	201608220300	NaN
14380	201608220400	NaN
14381	201608220500	NaN
14382	201608220600	NaN
14383	201608220700	NaN
14384	201608220800	NaN
14385	201608220900	NaN
14386	201608221000	NaN
14387	201608221100	NaN
14388	201608221200	NaN
14389	201608221300	NaN
14390	201608221400	NaN
14391	201608221500	NaN
14392	201608221600	NaN
14393	201608221700	NaN
14394	201608221800	NaN
14395	201608221900	NaN
14396	201608222000	NaN
14397	201608222100	NaN
14398	201608222200	NaN
14399	201608222300	NaN
14400	201608230000	NaN
14401	201608230100	NaN
14402	201608230200	NaN
14403	201608230300	NaN
14404	201608230400	NaN
14405	201608230500	NaN
14406	201608230600	NaN
14407	201608230700	NaN
14408	201608230800	NaN
14409	201608230900	NaN
14410	201608231000	NaN
14411	201608231100	NaN
14412	201608231200	NaN
14413	201608231300	NaN
14414	201608231400	NaN
14415	201608231500	NaN
14416	201608231600	NaN
14417	201608231700	NaN
14418	201608231800	NaN
14419	201608231900	NaN
14420	201608232000	NaN
14421	201608232100	NaN
14422	201608232200	NaN
14423	201608232300	NaN
14424	201608240000	NaN
14425	201608240100	NaN
14426	201608240200	NaN
14427	201608240300	NaN
14428	201608240400	NaN
14429	201608240500	NaN
14430	201608240600	NaN
14431	201608240700	NaN
14432	201608240800	NaN
14433	201608240900	NaN
14434	201608241000	NaN
14435	201608241100	NaN
14436	201608241200	NaN
14437	201608241300	NaN
14438	201608241400	NaN
14439	201608241500	NaN
14440	201608241600	NaN
14441	201608241700	NaN
14442	201608241800	NaN
14443	201608241900	NaN
14444	201608242000	NaN
14445	201608242100	NaN
14446	201608242200	NaN
14447	201608242300	NaN
14448	201608250000	NaN
14449	201608250100	NaN
14450	201608250200	NaN
14451	201608250300	NaN
14452	201608250400	NaN
14453	201608250500	NaN
14454	201608250600	NaN
14455	201608250700	NaN
14456	201608250800	NaN
14457	201608250900	NaN
14458	201608251000	NaN
14459	201608251100	NaN
14460	201608251200	NaN
14461	201608251300	NaN
14462	201608251400	NaN
14463	201608251500	NaN
14464	201608251600	NaN
14465	201608251700	NaN
14466	201608251800	NaN
14467	201608251900	NaN
14468	201608252000	NaN
14469	201608252100	NaN
14470	201608252200	NaN
14471	201608252300	NaN
14472	201608260000	NaN
14473	201608260100	NaN
14474	201608260200	NaN
14475	201608260300	NaN
14476	201608260400	NaN
14477	201608260500	NaN
14478	201608260600	NaN
14479	201608260700	NaN
14480	201608260800	NaN
14481	201608260900	NaN
14482	201608261000	NaN
14483	201608261100	NaN
14484	201608261200	NaN
14485	201608261300	NaN
14486	201608261400	NaN
14487	201608261500	NaN
14488	201608261600	NaN
14489	201608261700	NaN
14490	201608261800	NaN
14491	201608261900	NaN
14492	201608262000	NaN
14493	201608262100	NaN
14494	201608262200	NaN
14495	201608262300	NaN
14496	201608270000	NaN
14497	201608270100	NaN
14498	201608270200	NaN
14499	201608270300	NaN
14500	201608270400	NaN
14501	201608270500	NaN
14502	201608270600	NaN
14503	201608270700	NaN
14504	201608270800	NaN
14505	201608270900	NaN
14506	201608271000	NaN
14507	201608271100	NaN
14508	201608271200	NaN
14509	201608271300	NaN
14510	201608271400	NaN
14511	201608271500	NaN
14512	201608271600	NaN
14513	201608271700	NaN
14514	201608271800	NaN
14515	201608271900	NaN
14516	201608272000	NaN
14517	201608272100	NaN
14518	201608272200	NaN
14519	201608272300	NaN
14520	201608280000	NaN
14521	201608280100	NaN
14522	201608280200	NaN
14523	201608280300	NaN
14524	201608280400	NaN
14525	201608280500	NaN
14526	201608280600	NaN
14527	201608280700	NaN
14528	201608280800	NaN
14529	201608280900	NaN
14530	201608281000	NaN
14531	201608281100	NaN
14532	201608281200	NaN
14533	201608281300	NaN
14534	201608281400	NaN
14535	201608281500	NaN
14536	201608281600	NaN
14537	201608281700	NaN
14538	201608281800	NaN
14539	201608281900	NaN
14540	201608282000	NaN
14541	201608282100	NaN
14542	201608282200	NaN
14543	201608282300	NaN
14544	201608290000	NaN
14545	201608290100	NaN
14546	201608290200	NaN
14547	201608290300	NaN
14548	201608290400	NaN
14549	201608290500	NaN
14550	201608290600	NaN
14551	201608290700	NaN
14552	201608290800	NaN
14553	201608290900	NaN
14554	201608291000	NaN
14555	201608291100	NaN
14556	201608291200	NaN
14557	201608291300	NaN
14558	201608291400	NaN
14559	201608291500	NaN
14560	201608291600	NaN
14561	201608291700	NaN
14562	201608291800	NaN
14563	201608291900	NaN
14564	201608292000	NaN
14565	201608292100	NaN
14566	201608292200	NaN
14567	201608292300	NaN
14568	201608300000	NaN
14569	201608300100	NaN
14570	201608300200	NaN
14571	201608300300	NaN
14572	201608300400	NaN
14573	201608300500	NaN
14574	201608300600	NaN
14575	201608300700	NaN
14576	201608300800	NaN
14577	201608300900	NaN
14578	201608301000	NaN
14579	201608301100	NaN
14580	201608301200	NaN
14581	201608301300	NaN
14582	201608301400	NaN
14583	201608301500	NaN
14584	201608301600	NaN
14585	201608301700	NaN
14586	201608301800	NaN
14587	201608301900	NaN
14588	201608302000	NaN
14589	201608302100	NaN
14590	201608302200	NaN
14591	201608302300	NaN
14592	201608310000	NaN
14593	201608310100	NaN
14594	201608310200	NaN
14595	201608310300	NaN
14596	201608310400	NaN
14597	201608310500	NaN
14598	201608310600	NaN
14599	201608310700	NaN
14600	201608310800	NaN
14601	201608310900	NaN
14602	201608311000	NaN
14603	201608311100	NaN
14604	201608311200	NaN
14605	201608311300	NaN
14606	201608311400	NaN
14607	201608311500	NaN
14608	201608311600	NaN
14609	201608311700	NaN
14610	201608311800	NaN
14611	201608311900	NaN
14612	201608312000	NaN
14613	201608312100	NaN
14614	201608312200	NaN
14615	201608312300	NaN
14616	201609010000	NaN
14617	201609010100	NaN
14618	201609010200	NaN
14619	201609010300	NaN
14620	201609010400	NaN
14621	201609010500	NaN
14622	201609010600	NaN
14623	201609010700	NaN
14624	201609010800	NaN
14625	201609010900	NaN
14626	201609011000	NaN
14627	201609011100	NaN
14628	201609011200	NaN
14629	201609011300	NaN
14630	201609011400	NaN
14631	201609011500	NaN
14632	201609011600	NaN
14633	201609011700	NaN
14634	201609011800	NaN
14635	201609011900	NaN
14636	201609012000	NaN
14637	201609012100	NaN
14638	201609012200	NaN
14639	201609012300	NaN
14640	201609020000	NaN
14641	201609020100	NaN
14642	201609020200	NaN
14643	201609020300	NaN
14644	201609020400	NaN
14645	201609020500	NaN
14646	201609020600	NaN
14647	201609020700	NaN
14648	201609020800	NaN
14649	201609020900	NaN
14650	201609021000	NaN
14651	201609021100	NaN
14652	201609021200	NaN
14653	201609021300	NaN
14654	201609021400	NaN
14655	201609021500	NaN
14656	201609021600	NaN
14657	201609021700	NaN
14658	201609021800	NaN
14659	201609021900	NaN
14660	201609022000	NaN
14661	201609022100	NaN
14662	201609022200	NaN
14663	201609022300	NaN
14664	201609030000	NaN
14665	201609030100	NaN
14666	201609030200	NaN
14667	201609030300	NaN
14668	201609030400	NaN
14669	201609030500	NaN
14670	201609030600	NaN
14671	201609030700	NaN
14672	201609030800	NaN
14673	201609030900	NaN
14674	201609031000	NaN
14675	201609031100	NaN
14676	201609031200	NaN
14677	201609031300	NaN
14678	201609031400	NaN
14679	201609031500	NaN
14680	201609031600	NaN
14681	201609031700	NaN
14682	201609031800	NaN
14683	201609031900	NaN
14684	201609032000	NaN
14685	201609032100	NaN
14686	201609032200	NaN
14687	201609032300	NaN
14688	201609040000	NaN
14689	201609040100	NaN
14690	201609040200	NaN
14691	201609040300	NaN
14692	201609040400	NaN
14693	201609040500	NaN
14694	201609040600	NaN
14695	201609040700	NaN
14696	201609040800	NaN
14697	201609040900	NaN
14698	201609041000	NaN
14699	201609041100	NaN
14700	201609041200	NaN
14701	201609041300	NaN
14702	201609041400	NaN
14703	201609041500	NaN
14704	201609041600	NaN
14705	201609041700	NaN
14706	201609041800	NaN
14707	201609041900	NaN
14708	201609042000	NaN
14709	201609042100	NaN
14710	201609042200	NaN
14711	201609042300	NaN
14712	201609050000	NaN
14713	201609050100	NaN
14714	201609050200	NaN
14715	201609050300	NaN
14716	201609050400	NaN
14717	201609050500	NaN
14718	201609050600	NaN
14719	201609050700	NaN
14720	201609050800	NaN
14721	201609050900	NaN
14722	201609051000	NaN
14723	201609051100	NaN
14724	201609051200	NaN
14725	201609051300	NaN
14726	201609051400	NaN
14727	201609051500	NaN
14728	201609051600	NaN
14729	201609051700	NaN
14730	201609051800	NaN
14731	201609051900	NaN
14732	201609052000	NaN
14733	201609052100	NaN
14734	201609052200	NaN
14735	201609052300	NaN
14736	201609060000	NaN
14737	201609060100	NaN
14738	201609060200	NaN
14739	201609060300	NaN
14740	201609060400	NaN
14741	201609060500	NaN
14742	201609060600	NaN
14743	201609060700	NaN
14744	201609060800	NaN
14745	201609060900	NaN
14746	201609061000	NaN
14747	201609061100	NaN
14748	201609061200	NaN
14749	201609061300	NaN
14750	201609061400	NaN
14751	201609061500	NaN
14752	201609061600	NaN
14753	201609061700	NaN
14754	201609061800	NaN
14755	201609061900	NaN
14756	201609062000	NaN
14757	201609062100	NaN
14758	201609062200	NaN
14759	201609062300	NaN
14760	201609070000	NaN
14761	201609070100	NaN
14762	201609070200	NaN
14763	201609070300	NaN
14764	201609070400	NaN
14765	201609070500	NaN
14766	201609070600	NaN
14767	201609070700	NaN
14768	201609070800	NaN
14769	201609070900	NaN
14770	201609071000	NaN
14771	201609071100	NaN
14772	201609071200	NaN
14773	201609071300	NaN
14774	201609071400	NaN
14775	201609071500	NaN
14776	201609071600	NaN
14777	201609071700	NaN
14778	201609071800	NaN
14779	201609071900	NaN
14780	201609072000	NaN
14781	201609072100	NaN
14782	201609072200	NaN
14783	201609072300	NaN
14784	201609080000	NaN
14785	201609080100	NaN
14786	201609080200	NaN
14787	201609080300	NaN
14788	201609080400	NaN
14789	201609080500	NaN
14790	201609080600	NaN
14791	201609080700	NaN
14792	201609080800	NaN
14793	201609080900	NaN
14794	201609081000	NaN
14795	201609081100	NaN
14796	201609081200	NaN
14797	201609081300	NaN
14798	201609081400	NaN
14799	201609081500	NaN
14800	201609081600	NaN
14801	201609081700	NaN
14802	201609081800	NaN
14803	201609081900	NaN
14804	201609082000	NaN
14805	201609082100	NaN
14806	201609082200	NaN
14807	201609082300	NaN
14808	201609090000	NaN
14809	201609090100	NaN
14810	201609090200	NaN
14811	201609090300	NaN
14812	201609090400	NaN
14813	201609090500	NaN
14814	201609090600	NaN
14815	201609090700	NaN
14816	201609090800	NaN
14817	201609090900	NaN
14818	201609091000	NaN
14819	201609091100	NaN
14820	201609091200	NaN
14821	201609091300	NaN
14822	201609091400	NaN
14823	201609091500	NaN
14824	201609091600	NaN
14825	201609091700	NaN
14826	201609091800	NaN
14827	201609091900	NaN
14828	201609092000	NaN
14829	201609092100	NaN
14830	201609092200	NaN
14831	201609092300	NaN
14832	201609100000	NaN
14833	201609100100	NaN
14834	201609100200	NaN
14835	201609100300	NaN
14836	201609100400	NaN
14837	201609100500	NaN
14838	201609100600	NaN
14839	201609100700	NaN
14840	201609100800	NaN
14841	201609100900	NaN
14842	201609101000	NaN
14843	201609101100	NaN
14844	201609101200	NaN
14845	201609101300	NaN
14846	201609101400	NaN
14847	201609101500	NaN
14848	201609101600	NaN
14849	201609101700	NaN
14850	201609101800	NaN
14851	201609101900	NaN
14852	201609102000	NaN
14853	201609102100	NaN
14854	201609102200	NaN
14855	201609102300	NaN
14856	201609110000	NaN
14857	201609110100	NaN
14858	201609110200	NaN
14859	201609110300	NaN
14860	201609110400	NaN
14861	201609110500	NaN
14862	201609110600	NaN
14863	201609110700	NaN
14864	201609110800	NaN
14865	201609110900	NaN
14866	201609111000	NaN
14867	201609111100	NaN
14868	201609111200	NaN
14869	201609111300	NaN
14870	201609111400	NaN
14871	201609111500	NaN
14872	201609111600	NaN
14873	201609111700	NaN
14874	201609111800	NaN
14875	201609111900	NaN
14876	201609112000	NaN
14877	201609112100	NaN
14878	201609112200	NaN
14879	201609112300	NaN
14880	201609120000	NaN
14881	201609120100	NaN
14882	201609120200	NaN
14883	201609120300	NaN
14884	201609120400	NaN
14885	201609120500	NaN
14886	201609120600	NaN
14887	201609120700	NaN
14888	201609120800	NaN
14889	201609120900	NaN
14890	201609121000	NaN
14891	201609121100	NaN
14892	201609121200	NaN
14893	201609121300	NaN
14894	201609121400	NaN
14895	201609121500	NaN
14896	201609121600	NaN
14897	201609121700	NaN
14898	201609121800	NaN
14899	201609121900	NaN
14900	201609122000	NaN
14901	201609122100	NaN
14902	201609122200	NaN
14903	201609122300	NaN
14904	201609130000	NaN
14905	201609130100	NaN
14906	201609130200	NaN
14907	201609130300	NaN
14908	201609130400	NaN
14909	201609130500	NaN
14910	201609130600	NaN
14911	201609130700	NaN
14912	201609130800	NaN
14913	201609130900	NaN
14914	201609131000	NaN
14915	201609131100	NaN
14916	201609131200	NaN
14917	201609131300	NaN
14918	201609131400	NaN
14919	201609131500	NaN
14920	201609131600	NaN
14921	201609131700	NaN
14922	201609131800	NaN
14923	201609131900	NaN
14924	201609132000	NaN
14925	201609132100	NaN
14926	201609132200	NaN
14927	201609132300	NaN
14928	201609140000	NaN
14929	201609140100	NaN
14930	201609140200	NaN
14931	201609140300	NaN
14932	201609140400	NaN
14933	201609140500	NaN
14934	201609140600	NaN
14935	201609140700	NaN
14936	201609140800	NaN
14937	201609140900	NaN
14938	201609141000	NaN
14939	201609141100	NaN
14940	201609141200	NaN
14941	201609141300	NaN
14942	201609141400	NaN
14943	201609141500	NaN
14944	201609141600	NaN
14945	201609141700	NaN
14946	201609141800	NaN
14947	201609141900	NaN
14948	201609142000	NaN
14949	201609142100	NaN
14950	201609142200	NaN
14951	201609142300	NaN
14952	201609150000	NaN
14953	201609150100	NaN
14954	201609150200	NaN
14955	201609150300	NaN
14956	201609150400	NaN
14957	201609150500	NaN
14958	201609150600	NaN
14959	201609150700	NaN
14960	201609150800	NaN
14961	201609150900	NaN
14962	201609151000	NaN
14963	201609151100	NaN
14964	201609151200	NaN
14965	201609151300	NaN
14966	201609151400	NaN
14967	201609151500	NaN
14968	201609151600	NaN
14969	201609151700	NaN
14970	201609151800	NaN
14971	201609151900	NaN
14972	201609152000	NaN
14973	201609152100	NaN
14974	201609152200	NaN
14975	201609152300	NaN
14976	201609160000	NaN
14977	201609160100	NaN
14978	201609160200	NaN
14979	201609160300	NaN
14980	201609160400	NaN
14981	201609160500	NaN
14982	201609160600	NaN
14983	201609160700	NaN
14984	201609160800	NaN
14985	201609160900	NaN
14986	201609161000	NaN
14987	201609161100	NaN
14988	201609161200	NaN
14989	201609161300	NaN
14990	201609161400	NaN
14991	201609161500	NaN
14992	201609161600	NaN
14993	201609161700	NaN
14994	201609161800	NaN
14995	201609161900	NaN
14996	201609162000	NaN
14997	201609162100	NaN
14998	201609162200	NaN
14999	201609162300	NaN
15000	201609170000	NaN
15001	201609170100	NaN
15002	201609170200	NaN
15003	201609170300	NaN
15004	201609170400	NaN
15005	201609170500	NaN
15006	201609170600	NaN
15007	201609170700	NaN
15008	201609170800	NaN
15009	201609170900	NaN
15010	201609171000	NaN
15011	201609171100	NaN
15012	201609171200	NaN
15013	201609171300	NaN
15014	201609171400	NaN
15015	201609171500	NaN
15016	201609171600	NaN
15017	201609171700	NaN
15018	201609171800	NaN
15019	201609171900	NaN
15020	201609172000	NaN
15021	201609172100	NaN
15022	201609172200	NaN
15023	201609172300	NaN
15024	201609180000	NaN
15025	201609180100	NaN
15026	201609180200	NaN
15027	201609180300	NaN
15028	201609180400	NaN
15029	201609180500	NaN
15030	201609180600	NaN
15031	201609180700	NaN
15032	201609180800	NaN
15033	201609180900	NaN
15034	201609181000	NaN
15035	201609181100	NaN
15036	201609181200	NaN
15037	201609181300	NaN
15038	201609181400	NaN
15039	201609181500	NaN
15040	201609181600	NaN
15041	201609181700	NaN
15042	201609181800	NaN
15043	201609181900	NaN
15044	201609182000	NaN
15045	201609182100	NaN
15046	201609182200	NaN
15047	201609182300	NaN
15048	201609190000	NaN
15049	201609190100	NaN
15050	201609190200	NaN
15051	201609190300	NaN
15052	201609190400	NaN
15053	201609190500	NaN
15054	201609190600	NaN
15055	201609190700	NaN
15056	201609190800	NaN
15057	201609190900	NaN
15058	201609191000	NaN
15059	201609191100	NaN
15060	201609191200	NaN
15061	201609191300	NaN
15062	201609191400	NaN
15063	201609191500	NaN
15064	201609191600	NaN
15065	201609191700	NaN
15066	201609191800	NaN
15067	201609191900	NaN
15068	201609192000	NaN
15069	201609192100	NaN
15070	201609192200	NaN
15071	201609192300	NaN
15072	201609200000	NaN
15073	201609200100	NaN
15074	201609200200	NaN
15075	201609200300	NaN
15076	201609200400	NaN
15077	201609200500	NaN
15078	201609200600	NaN
15079	201609200700	NaN
15080	201609200800	NaN
15081	201609200900	NaN
15082	201609201000	NaN
15083	201609201100	NaN
15084	201609201200	NaN
15085	201609201300	NaN
15086	201609201400	NaN
15087	201609201500	NaN
15088	201609201600	NaN
15089	201609201700	NaN
15090	201609201800	NaN
15091	201609201900	NaN
15092	201609202000	NaN
15093	201609202100	NaN
15094	201609202200	NaN
15095	201609202300	NaN
15096	201609210000	NaN
15097	201609210100	NaN
15098	201609210200	NaN
15099	201609210300	NaN
15100	201609210400	NaN
15101	201609210500	NaN
15102	201609210600	NaN
15103	201609210700	NaN
15104	201609210800	NaN
15105	201609210900	NaN
15106	201609211000	NaN
15107	201609211100	NaN
15108	201609211200	NaN
15109	201609211300	NaN
15110	201609211400	NaN
15111	201609211500	NaN
15112	201609211600	NaN
15113	201609211700	NaN
15114	201609211800	NaN
15115	201609211900	NaN
15116	201609212000	NaN
15117	201609212100	NaN
15118	201609212200	NaN
15119	201609212300	NaN
15120	201609220000	NaN
15121	201609220100	NaN
15122	201609220200	NaN
15123	201609220300	NaN
15124	201609220400	NaN
15125	201609220500	NaN
15126	201609220600	NaN
15127	201609220700	NaN
15128	201609220800	NaN
15129	201609220900	NaN
15130	201609221000	NaN
15131	201609221100	NaN
15132	201609221200	NaN
15133	201609221300	NaN
15134	201609221400	NaN
15135	201609221500	NaN
15136	201609221600	NaN
15137	201609221700	NaN
15138	201609221800	NaN
15139	201609221900	NaN
15140	201609222000	NaN
15141	201609222100	NaN
15142	201609222200	NaN
15143	201609222300	NaN
15144	201609230000	NaN
15145	201609230100	NaN
15146	201609230200	NaN
15147	201609230300	NaN
15148	201609230400	NaN
15149	201609230500	NaN
15150	201609230600	NaN
15151	201609230700	NaN
15152	201609230800	NaN
15153	201609230900	NaN
15154	201609231000	NaN
15155	201609231100	NaN
15156	201609231200	NaN
15157	201609231300	NaN
15158	201609231400	NaN
15159	201609231500	NaN
15160	201609231600	NaN
15161	201609231700	NaN
15162	201609231800	NaN
15163	201609231900	NaN
15164	201609232000	NaN
15165	201609232100	NaN
15166	201609232200	NaN
15167	201609232300	NaN
15168	201609240000	NaN
15169	201609240100	NaN
15170	201609240200	NaN
15171	201609240300	NaN
15172	201609240400	NaN
15173	201609240500	NaN
15174	201609240600	NaN
15175	201609240700	NaN
15176	201609240800	NaN
15177	201609240900	NaN
15178	201609241000	NaN
15179	201609241100	NaN
15180	201609241200	NaN
15181	201609241300	NaN
15182	201609241400	NaN
15183	201609241500	NaN
15184	201609241600	NaN
15185	201609241700	NaN
15186	201609241800	NaN
15187	201609241900	NaN
15188	201609242000	NaN
15189	201609242100	NaN
15190	201609242200	NaN
15191	201609242300	NaN
15192	201609250000	NaN
15193	201609250100	NaN
15194	201609250200	NaN
15195	201609250300	NaN
15196	201609250400	NaN
15197	201609250500	NaN
15198	201609250600	NaN
15199	201609250700	NaN
15200	201609250800	NaN
15201	201609250900	NaN
15202	201609251000	NaN
15203	201609251100	NaN
15204	201609251200	NaN
15205	201609251300	NaN
15206	201609251400	NaN
15207	201609251500	NaN
15208	201609251600	NaN
15209	201609251700	NaN
15210	201609251800	NaN
15211	201609251900	NaN
15212	201609252000	NaN
15213	201609252100	NaN
15214	201609252200	NaN
15215	201609252300	NaN
15216	201609260000	NaN
15217	201609260100	NaN
15218	201609260200	NaN
15219	201609260300	NaN
15220	201609260400	NaN
15221	201609260500	NaN
15222	201609260600	NaN
15223	201609260700	NaN
15224	201609260800	NaN
15225	201609260900	NaN
15226	201609261000	NaN
15227	201609261100	NaN
15228	201609261200	NaN
15229	201609261300	NaN
15230	201609261400	NaN
15231	201609261500	NaN
15232	201609261600	NaN
15233	201609261700	NaN
15234	201609261800	NaN
15235	201609261900	NaN
15236	201609262000	NaN
15237	201609262100	NaN
15238	201609262200	NaN
15239	201609262300	NaN
15240	201609270000	NaN
15241	201609270100	NaN
15242	201609270200	NaN
15243	201609270300	NaN
15244	201609270400	NaN
15245	201609270500	NaN
15246	201609270600	NaN
15247	201609270700	NaN
15248	201609270800	NaN
15249	201609270900	NaN
15250	201609271000	NaN
15251	201609271100	NaN
15252	201609271200	NaN
15253	201609271300	NaN
15254	201609271400	NaN
15255	201609271500	NaN
15256	201609271600	NaN
15257	201609271700	NaN
